Wafer_ID,BCl3_Flow_S4_mean,BCl3_Flow_S5_mean,Cl2_Flow_S4_mean,Cl2_Flow_S5_mean,RF_Btm_Pwr_S4_mean,RF_Btm_Pwr_S5_mean,RF_Btm_Rfl_Pwr_S4_mean,RF_Btm_Rfl_Pwr_S5_mean,Endpt_A_S4_mean,Endpt_A_S5_mean,He_Press_S4_mean,He_Press_S5_mean,Pressure_S4_mean,Pressure_S5_mean,RF_Tuner_S4_mean,RF_Tuner_S5_mean,RF_Load_S4_mean,RF_Load_S5_mean,RF_Phase_Err_S4_mean,RF_Phase_Err_S5_mean,RF_Pwr_S4_mean,RF_Pwr_S5_mean,RF_Impedance_S4_mean,RF_Impedance_S5_mean,TCP_Tuner_S4_mean,TCP_Tuner_S5_mean,TCP_Phase_Err_S4_mean,TCP_Phase_Err_S5_mean,TCP_Impedance_S4_mean,TCP_Impedance_S5_mean,TCP_Top_Pwr_S4_mean,TCP_Top_Pwr_S5_mean,TCP_Rfl_Pwr_S4_mean,TCP_Rfl_Pwr_S5_mean,TCP_Load_S4_mean,TCP_Load_S5_mean,Vat_Valve_S4_mean,Vat_Valve_S5_mean
l3343,751.6,751.8269230769231,753.0888888888888,753.3653846153846,133.66666666666666,132.98076923076923,0.044444444444444446,0.0,774.9111111111112,462.4423076923077,100.35555555555555,100.82692307692308,1233.0222222222221,1230.1538461538462,9420.733333333334,9400.01923076923,8980.333333333334,8968.615384615385,-938.6888888888889,343.63461538461536,29.488888888888887,28.78846153846154,16631.933333333334,16711.44230769231,19285.28888888889,19368.96153846154,-3.2222222222222223,-34.73076923076923,16543.555555555555,16552.346153846152,349.24444444444447,348.63461538461536,0.17777777777777778,0.0,28246.044444444444,28150.96153846154,49.13333333333333,50.69230769230769
l3335,751.6521739130435,751.7884615384615,753.1086956521739,753.2884615384615,133.19565217391303,133.53846153846155,0.021739130434782608,0.0,780.195652173913,475.8076923076923,100.67391304347827,100.53846153846153,1234.6521739130435,1230.3076923076924,9423.58695652174,9403.48076923077,8986.565217391304,8957.884615384615,-634.5217391304348,-344.2307692307692,28.695652173913043,27.71153846153846,16645.021739130436,16661.634615384617,19283.956521739132,19362.26923076923,36.41304347826087,-86.98076923076923,16539.08695652174,16541.153846153848,349.0,349.34615384615387,0.2826086956521739,0.17307692307692307,28236.391304347828,28144.03846153846,49.17391304347826,50.76923076923077
l3321,751.5106382978723,751.8076923076923,753.2553191489362,753.1538461538462,133.4255319148936,133.25,0.0,0.019230769230769232,796.8085106382979,477.84615384615387,100.53191489361703,100.96153846153847,1233.5744680851064,1230.0192307692307,9451.63829787234,9440.096153846154,8980.617021276596,8968.134615384615,-1092.5744680851064,-346.59615384615387,28.574468085106382,28.403846153846153,16595.021276595744,16295.173076923076,19314.978723404256,19395.615384615383,-63.829787234042556,26.76923076923077,16590.382978723403,16547.384615384617,349.9148936170213,349.5,0.2553191489361702,0.09615384615384616,28206.72340425532,28104.96153846154,49.12765957446808,49.94230769230769
l3337,751.5217391304348,751.8490566037735,753.2173913043479,753.3018867924528,133.47826086956522,133.43396226415095,0.0,0.018867924528301886,780.0869565217391,471.52830188679246,100.76086956521739,100.58490566037736,1234.4130434782608,1230.6603773584907,9419.173913043478,9413.32075471698,8983.173913043478,8978.905660377359,-1038.5,119.98113207547169,28.630434782608695,27.22641509433962,16623.304347826088,16706.471698113208,19289.695652173912,19360.30188679245,13.891304347826088,-135.45283018867926,16524.565217391304,16510.830188679247,348.4782608695652,349.20754716981133,0.2608695652173913,0.09433962264150944,28253.478260869564,28128.188679245282,49.15217391304348,50.735849056603776
l3309,751.4468085106383,751.7962962962963,753.0851063829788,753.2222222222222,133.51063829787233,133.27777777777777,0.0,0.018518518518518517,792.936170212766,473.72222222222223,100.44680851063829,100.70370370370371,1234.404255319149,1230.3333333333333,9449.744680851063,9422.24074074074,8979.765957446809,8973.592592592593,-1188.8085106382978,92.20370370370371,28.617021276595743,27.27777777777778,16572.893617021276,16670.0,19307.23404255319,19426.85185185185,-25.106382978723403,-31.037037037037038,16556.08510638298,16481.74074074074,350.3829787234043,348.462962962963,0.2765957446808511,0.07407407407407407,28226.212765957447,28081.925925925927,49.08510638297872,50.46296296296296
l3305,751.6382978723404,751.8301886792453,753.2340425531914,753.2075471698113,133.27659574468086,133.43396226415095,0.02127659574468085,0.018867924528301886,782.7659574468086,472.54716981132077,100.59574468085107,100.67924528301887,1233.0,1229.9811320754718,9444.468085106382,9415.132075471698,8993.234042553191,8974.698113207547,-945.2765957446809,66.62264150943396,28.48936170212766,27.528301886792452,16585.574468085106,16645.43396226415,19296.382978723403,19382.377358490565,-130.17021276595744,-85.98113207547169,16613.787234042553,16543.056603773584,349.8510638297872,349.3018867924528,0.2127659574468085,0.05660377358490566,28232.127659574468,28121.66037735849,49.12765957446808,50.60377358490566
l3333,751.5434782608696,751.7692307692307,753.3913043478261,753.2692307692307,133.58695652173913,133.46153846153845,0.0,0.019230769230769232,786.804347826087,477.90384615384613,100.78260869565217,100.9423076923077,1234.5652173913043,1230.1538461538462,9433.065217391304,9410.461538461539,8975.152173913044,8970.596153846154,-1064.0434782608695,259.96153846153845,28.47826086956522,27.0,16684.82608695652,16747.48076923077,19289.782608695652,19362.423076923078,-9.521739130434783,-60.96153846153846,16529.695652173912,16514.423076923078,349.3478260869565,349.5,0.32608695652173914,0.057692307692307696,28228.82608695652,28153.153846153848,49.17391304347826,50.75
l3311,751.531914893617,751.8703703703703,753.0212765957447,753.425925925926,133.4255319148936,133.07407407407408,0.0,0.018518518518518517,788.6808510638298,476.25925925925924,100.72340425531915,100.64814814814815,1233.936170212766,1230.2222222222222,9432.829787234043,9435.166666666666,8989.872340425532,8981.12962962963,-1248.787234042553,204.9814814814815,28.93617021276596,27.203703703703702,16536.872340425532,16711.222222222223,19317.489361702126,19414.074074074073,-91.23404255319149,0.05555555555555555,16616.85106382979,16513.14814814815,349.4468085106383,349.0740740740741,0.2765957446808511,0.07407407407407407,28205.702127659573,28097.185185185186,49.12765957446808,50.574074074074076
l3342,751.5434782608696,751.8367346938776,753.2391304347826,753.2857142857143,132.8913043478261,132.79591836734693,0.0,0.0,759.4130434782609,463.8775510204082,100.26086956521739,100.26530612244898,1235.5,1230.8163265306123,9434.173913043478,9426.510204081633,8974.934782608696,8955.938775510203,-1240.3695652173913,-139.77551020408163,29.26086956521739,28.653061224489797,16395.608695652172,16317.591836734693,19306.434782608696,19369.632653061224,-45.23913043478261,54.3469387755102,16486.0,16566.979591836734,349.9782608695652,348.83673469387753,0.1956521739130435,0.08163265306122448,28223.17391304348,28126.0,49.15217391304348,50.6530612244898
l3322,751.6304347826087,751.8653846153846,753.1739130434783,753.2884615384615,133.32608695652175,133.48076923076923,0.021739130434782608,0.019230769230769232,804.195652173913,477.34615384615387,100.65217391304348,100.73076923076923,1234.0434782608695,1229.9615384615386,9443.804347826086,9414.846153846154,8996.326086956522,8976.23076923077,-599.6304347826087,14.961538461538462,28.152173913043477,27.692307692307693,16760.456521739132,16631.153846153848,19305.521739130436,19412.30769230769,-99.58695652173913,-26.673076923076923,16611.739130434784,16550.153846153848,350.2391304347826,349.34615384615387,0.32608695652173914,0.057692307692307696,28217.0,28083.576923076922,49.04347826086956,50.11538461538461
l3310,751.531914893617,751.7547169811321,753.0851063829788,753.0566037735849,133.14893617021278,133.1320754716981,0.0425531914893617,0.0,792.2553191489362,474.0188679245283,100.59574468085107,100.58490566037736,1233.468085106383,1230.1509433962265,9439.425531914894,9434.169811320755,8987.872340425532,8964.67924528302,-1115.8085106382978,-210.81132075471697,28.0,28.358490566037737,16704.744680851065,16271.754716981131,19313.659574468085,19413.35849056604,-44.0,-69.77358490566037,16492.340425531915,16559.811320754718,351.06382978723406,349.8867924528302,0.23404255319148937,0.1320754716981132,28197.27659574468,28101.66037735849,49.06382978723404,49.924528301886795
l3325,751.6304347826087,751.7755102040817,753.2173913043479,753.3673469387755,133.54347826086956,133.6530612244898,0.06521739130434782,0.0,807.9782608695652,485.9795918367347,100.6304347826087,100.83673469387755,1234.804347826087,1230.6326530612246,9443.91304347826,9431.857142857143,8970.239130434782,8968.367346938776,-974.4782608695652,247.0204081632653,27.652173913043477,26.122448979591837,16634.130434782608,16698.816326530614,19319.0,19396.61224489796,76.3913043478261,67.06122448979592,16536.260869565216,16517.30612244898,351.32608695652175,348.59183673469386,0.30434782608695654,0.02040816326530612,28236.260869565216,28118.04081632653,49.15217391304348,50.69387755102041
l3329,751.6444444444444,751.84,753.2666666666667,753.26,133.2,133.5,0.044444444444444446,0.0,804.2666666666667,480.86,100.5111111111111,100.5,1233.5333333333333,1230.92,9434.355555555556,9425.12,8991.555555555555,8964.88,-753.9777777777778,-29.26,28.555555555555557,27.24,16639.31111111111,16658.52,19278.48888888889,19373.6,64.4888888888889,-136.72,16503.955555555556,16558.68,349.6222222222222,349.04,0.3111111111111111,0.02,28232.8,28154.28,49.13333333333333,50.6
l3328,751.4468085106383,751.8823529411765,753.1063829787234,753.3725490196078,133.46808510638297,133.31372549019608,0.0,0.0,797.8297872340426,486.88235294117646,100.61702127659575,100.47058823529412,1234.936170212766,1230.0,9426.574468085106,9404.70588235294,8987.021276595744,8971.843137254902,-829.468085106383,303.94117647058823,28.617021276595743,27.058823529411764,16615.382978723403,16708.470588235294,19303.659574468085,19372.235294117647,39.808510638297875,-61.3921568627451,16552.72340425532,16535.607843137255,348.4255319148936,348.52941176470586,0.2127659574468085,0.058823529411764705,28243.957446808512,28150.07843137255,49.148936170212764,50.666666666666664
l3312,751.5106382978723,751.7358490566038,753.2127659574468,753.2830188679245,133.63829787234042,133.0754716981132,0.02127659574468085,0.0,783.0212765957447,478.1132075471698,100.61702127659575,100.56603773584905,1233.340425531915,1229.7735849056603,9415.04255319149,9428.490566037735,8989.659574468085,8972.0,-1182.468085106383,52.075471698113205,28.97872340425532,27.20754716981132,16545.297872340427,16694.094339622643,19328.978723404256,19402.905660377357,-38.702127659574465,-44.54716981132076,16512.936170212764,16515.735849056604,349.21276595744683,348.41509433962267,0.23404255319148937,0.11320754716981132,28195.744680851065,28094.56603773585,49.08510638297872,50.39622641509434
l3304,751.6122448979592,751.8518518518518,752.8571428571429,753.2777777777778,133.40816326530611,133.90740740740742,0.0,0.018518518518518517,770.5510204081633,472.1296296296296,100.46938775510205,100.68518518518519,1234.4285714285713,1230.5740740740741,9419.204081632653,9413.87037037037,9006.551020408164,8972.888888888889,-779.734693877551,-211.22222222222223,28.142857142857142,26.90740740740741,16648.48979591837,16730.574074074073,19319.673469387755,19383.51851851852,30.285714285714285,-12.148148148148149,16556.285714285714,16497.925925925927,349.6734693877551,350.22222222222223,0.22448979591836735,0.09259259259259259,28207.38775510204,28138.11111111111,49.142857142857146,50.592592592592595
l3338,751.6521739130435,751.8461538461538,753.1086956521739,753.3076923076923,133.08695652173913,133.23076923076923,0.0,0.0,769.3695652173913,470.7692307692308,100.08695652173913,100.51923076923077,1234.391304347826,1230.2884615384614,9424.41304347826,9435.01923076923,8982.152173913044,8966.98076923077,-672.0652173913044,-26.403846153846153,28.717391304347824,27.576923076923077,16664.260869565216,16576.23076923077,19297.956521739132,19356.46153846154,-0.1956521739130435,0.25,16557.260869565216,16539.153846153848,348.82608695652175,349.09615384615387,0.3695652173913043,0.07692307692307693,28248.130434782608,28149.76923076923,49.17391304347826,50.63461538461539
l3323,751.531914893617,751.75,753.3191489361702,753.3076923076923,133.36170212765958,133.34615384615384,0.02127659574468085,0.019230769230769232,795.6808510638298,478.53846153846155,100.55319148936171,100.86538461538461,1234.4468085106382,1229.923076923077,9425.425531914894,9422.23076923077,8990.446808510638,8972.903846153846,-958.7234042553191,35.65384615384615,29.0,28.076923076923077,16590.787234042553,16623.01923076923,19297.23404255319,19418.153846153848,-75.31914893617021,-47.5,16621.744680851065,16519.346153846152,349.59574468085106,349.38461538461536,0.2553191489361702,0.057692307692307696,28220.212765957447,28131.96153846154,49.08510638297872,49.94230769230769
l3327,751.5777777777778,751.84,753.1777777777778,753.28,133.8,133.36,0.0,0.0,811.2222222222222,482.78,100.4888888888889,100.76,1233.911111111111,1231.3,9423.955555555556,9421.88,8983.6,8967.24,-1209.3777777777777,-19.64,28.466666666666665,27.26,16619.866666666665,16681.26,19288.88888888889,19369.6,94.8,-89.86,16486.844444444443,16519.32,349.46666666666664,350.04,0.2222222222222222,0.04,28248.044444444444,28128.88,49.15555555555556,50.64
l3317,751.531914893617,751.7735849056604,753.2340425531914,753.0754716981132,132.85106382978722,133.64150943396226,0.0,0.0,794.6595744680851,478.77358490566036,100.53191489361703,100.69811320754717,1233.5531914893618,1229.8867924528302,9437.553191489362,9449.037735849057,8989.468085106382,8966.547169811322,-1280.7021276595744,-252.0566037735849,28.70212765957447,27.641509433962263,16620.85106382979,16662.32075471698,19310.08510638298,19401.43396226415,-79.85106382978724,-66.47169811320755,16556.042553191488,16537.66037735849,350.8510638297872,349.3207547169811,0.2553191489361702,0.05660377358490566,28210.55319148936,28122.867924528302,49.06382978723404,49.905660377358494
l3308,751.5957446808511,751.7735849056604,753.1489361702128,753.1132075471698,133.40425531914894,133.52830188679246,0.0425531914893617,0.0,784.5531914893617,474.24528301886795,100.61702127659575,100.79245283018868,1234.0,1229.3962264150944,9441.872340425532,9469.88679245283,8983.425531914894,8962.33962264151,-1180.3829787234042,-177.47169811320754,28.319148936170212,27.28301886792453,16670.425531914894,16575.528301886792,19311.744680851065,19386.33962264151,16.46808510638298,-131.96226415094338,16570.72340425532,16563.509433962263,347.8510638297872,348.9622641509434,0.2978723404255319,0.07547169811320754,28231.574468085106,28118.79245283019,49.1063829787234,50.490566037735846
l3326,751.5333333333333,751.86,753.3111111111111,753.52,133.37777777777777,133.22,0.022222222222222223,0.06,812.6444444444444,484.82,100.26666666666667,100.7,1233.7777777777778,1230.26,9443.711111111112,9439.22,8969.866666666667,8957.28,-1271.0444444444445,-147.64,29.022222222222222,28.1,16337.066666666668,16329.04,19326.533333333333,19386.24,56.4,-77.48,16460.266666666666,16576.64,349.1333333333333,348.52,0.2222222222222222,0.06,28230.977777777778,28122.52,49.13333333333333,50.64
